user_id,source_strategy,source_strategy_idx,n_trades_original,n_trades_perturbed
U_34_05,酒etf增强,34,537,517
U_34_06,酒etf增强,34,537,484
U_34_07,酒etf增强,34,537,509
U_34_08,酒etf增强,34,537,485
U_34_09,酒etf增强,34,537,462
U_34_10,酒etf增强,34,537,499
U_34_11,酒etf增强,34,537,470
U_34_12,酒etf增强,34,537,467
U_34_13,酒etf增强,34,537,529
U_34_14,酒etf增强,34,537,482
U_34_15,酒etf增强,34,537,495
U_34_16,酒etf增强,34,537,501
U_34_17,酒etf增强,34,537,462
U_34_18,酒etf增强,34,537,480
U_34_19,酒etf增强,34,537,510
U_35_00,锤子策略,35,435,391
U_35_01,锤子策略,35,435,366
U_35_02,锤子策略,35,435,413
U_35_03,锤子策略,35,435,406
U_35_04,锤子策略,35,435,408
U_35_05,锤子策略,35,435,410
U_35_06,锤子策略,35,435,394
U_35_07,锤子策略,35,435,392
U_35_08,锤子策略,35,435,409
U_35_09,锤子策略,35,435,390
U_35_10,锤子策略,35,435,387
U_35_11,锤子策略,35,435,393
U_35_12,锤子策略,35,435,386
U_35_13,锤子策略,35,435,379
U_35_14,锤子策略,35,435,364
U_35_15,锤子策略,35,435,407
U_35_16,锤子策略,35,435,411
U_35_17,锤子策略,35,435,393
U_35_18,锤子策略,35,435,405
U_35_19,锤子策略,35,435,421
U_36_00,食品etf增强,36,233,202
U_36_01,食品etf增强,36,233,208
U_36_02,食品etf增强,36,233,202
U_36_03,食品etf增强,36,233,225
U_36_04,食品etf增强,36,233,192
U_36_05,食品etf增强,36,233,197
U_36_06,食品etf增强,36,233,218
U_36_07,食品etf增强,36,233,207
U_36_08,食品etf增强,36,233,206
U_36_09,食品etf增强,36,233,206
U_36_10,食品etf增强,36,233,213
U_36_11,食品etf增强,36,233,200
U_36_12,食品etf增强,36,233,210
U_36_13,食品etf增强,36,233,228
U_36_14,食品etf增强,36,233,215
U_36_15,食品etf增强,36,233,209
U_36_16,食品etf增强,36,233,212
U_36_17,食品etf增强,36,233,213
U_36_18,食品etf增强,36,233,228
U_36_19,食品etf增强,36,233,210
